mask,scenario,utility,improvement,relevance,relevance_delta,provider_disparity,fatigue,cost,intervention_stats
15,fatigue_stress,0.4402167256815528,0.07316947561905413,0.6086089406968808,-0.031097948136202924,0.12996913580246905,0.0,0.29000000000000004,"{'repeat_cap_removed': 18941, 'injection_noop': 0}"
16,fatigue_stress,0.2874184289489136,-0.07962882111358505,0.6153434375775897,-0.024363451255493995,0.31774691358024687,0.4708963318136204,0.08,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
17,fatigue_stress,0.5864112700491418,0.21936401998664318,0.5936210308662428,-0.04608585796684084,0.19100308641975317,0.0,0.13,"{'repeat_cap_removed': 21120, 'injection_noop': 0}"
18,fatigue_stress,0.22047969107170368,-0.146567558990795,0.6080935392466611,-0.03161334958642259,0.3093518518518519,0.4299919455947753,0.18,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
19,fatigue_stress,0.4855969195363936,0.11854966947389495,0.5938218324782246,-0.045885056354859066,0.18429783950617273,0.0,0.23,"{'repeat_cap_removed': 19267, 'injection_noop': 0}"
20,fatigue_stress,0.24041150077810022,-0.12663574928439844,0.6123810762759097,-0.027325812557174034,0.31829475308641975,0.43204314842271185,0.16,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
21,fatigue_stress,0.5088636053194691,0.1418163552569704,0.5978626383626712,-0.041844250470412514,0.17932870370370368,0.0,0.21000000000000002,"{'repeat_cap_removed': 19490, 'injection_noop': 0}"
22,fatigue_stress,0.1451239840551926,-0.22192326600730605,0.6122542895153168,-0.02745259931776689,0.2947608024691357,0.428650551451011,0.26,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
23,fatigue_stress,0.4107131392830764,0.043665889220577736,0.5973701683658355,-0.042336720467248234,0.16334876543209864,0.0,0.31000000000000005,"{'repeat_cap_removed': 18968, 'injection_noop': 1440}"
24,fatigue_stress,0.23438573656317674,-0.13266151349932193,0.6249595962461617,-0.014747292586921978,0.3090277777777777,0.46972888786066547,0.14,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
25,fatigue_stress,0.5312494145846907,0.164202164522192,0.5986275867567056,-0.04107930207637811,0.175486111111111,0.0,0.19,"{'repeat_cap_removed': 21130, 'injection_noop': 0}"
26,fatigue_stress,0.15922692647262157,-0.2078203235898771,0.6193589119825825,-0.02034797685050116,0.3043287037037037,0.43950350851425496,0.24000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
27,fatigue_stress,0.430232163059431,0.06318491299693235,0.5990115983911884,-0.04069529044189524,0.17095679012345677,0.0,0.29000000000000004,"{'repeat_cap_removed': 19692, 'injection_noop': 0}"
28,fatigue_stress,0.17386000558853137,-0.1931872444739673,0.6189286079805707,-0.020778280852512987,0.315270061728395,0.4434807030025221,0.22000000000000003,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
29,fatigue_stress,0.45192455310933966,0.08487730304684099,0.6014239027102501,-0.03828298612283354,0.17891203703703695,0.0,0.27,"{'repeat_cap_removed': 20021, 'injection_noop': 0}"
30,fatigue_stress,0.08126169967194435,-0.2857855503905543,0.6214235155120202,-0.018283373321063445,0.29814814814814805,0.4382154896894196,0.32000000000000006,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
31,fatigue_stress,0.35325205710896224,-0.013795192953536428,0.5996550448423518,-0.04005184399073192,0.168094135802469,0.0,0.37,"{'repeat_cap_removed': 19716, 'injection_noop': 1440}"
32,fatigue_stress,0.25380785859847477,-0.1132393914640239,0.637664488018219,-0.002042400814864731,0.06326388888888879,0.48768509779970226,0.12,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
33,fatigue_stress,0.560270439531741,0.19322318946924238,0.6077997797733022,-0.03190710905978145,0.07398919753086419,0.0,0.16999999999999998,"{'repeat_cap_removed': 21579, 'injection_noop': 0}"
34,fatigue_stress,0.17481485809671662,-0.19223239196578204,0.6316519958711896,-0.0080548929618941,0.06114969135802473,0.4612908576113661,0.22,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
35,fatigue_stress,0.4591576373570968,0.09211038729459814,0.6051774064918432,-0.034529482341240536,0.06148919753086424,0.0,0.27,"{'repeat_cap_removed': 20265, 'injection_noop': 0}"
36,fatigue_stress,0.18509676451900892,-0.18195048554348975,0.6365230532018333,-0.0031838356312503535,0.07371913580246914,0.4746774639521282,0.2,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
37,fatigue_stress,0.4816789314488441,0.11463168138634544,0.6107865454492943,-0.02892034338378935,0.08354938271604939,0.0,0.25,"{'repeat_cap_removed': 20839, 'injection_noop': 0}"
38,fatigue_stress,0.11405991006007377,-0.2529873400024249,0.6312633401319424,-0.008443548701141279,0.06817129629629637,0.4380976101852597,0.30000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
39,fatigue_stress,0.3798416659982957,0.012794415935797054,0.6083795198930574,-0.0313273689400263,0.07756172839506181,0.0,0.35,"{'repeat_cap_removed': 19341, 'injection_noop': 0}"
40,fatigue_stress,0.19945065668459644,-0.16759659337790223,0.6377370186887162,-0.001969870144367447,0.06459876543209875,0.4809325465057688,0.18,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
41,fatigue_stress,0.5001395542194567,0.133092304156958,0.6075506841236591,-0.032156204709424596,0.07189043209876544,0.0,0.22999999999999998,"{'repeat_cap_removed': 21552, 'injection_noop': 0}"
42,fatigue_stress,0.11434720358215983,-0.25270004648033884,0.6344422133950482,-0.005264675438035438,0.06339506172839493,0.4627654800960649,0.28,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
43,fatigue_stress,0.3991175674732149,0.032070317410716254,0.6062977300542579,-0.033409158778825776,0.06403549382716056,0.0,0.32999999999999996,"{'repeat_cap_removed': 20481, 'injection_noop': 0}"
44,fatigue_stress,0.1285312065671328,-0.23851604349536587,0.6355187389520196,-0.004188149881064085,0.06972993827160501,0.47023578710822217,0.26,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
45,fatigue_stress,0.42153058843786145,0.05448333837536279,0.6111581797684467,-0.028548709064637023,0.08060956790123464,0.0,0.31,"{'repeat_cap_removed': 20769, 'injection_noop': 0}"
46,fatigue_stress,0.053050135960715894,-0.31399711410178277,0.6318451405999705,-0.007861748233113142,0.06487654320987657,0.4402105418990686,0.36,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
47,fatigue_stress,0.31992390007610627,-0.04712334998639239,0.6091638798462427,-0.030543008986841036,0.07773919753086411,0.0,0.41000000000000003,"{'repeat_cap_removed': 19354, 'injection_noop': 0}"
48,fatigue_stress,0.1806428891975756,-0.18640436086492307,0.6283244999627241,-0.011382388870359583,0.06800925925925916,0.4728911700616153,0.2,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
49,fatigue_stress,0.47445311261981815,0.10740586255731949,0.6003871837015352,-0.03931970513154848,0.07174382716049377,0.0,0.25,"{'repeat_cap_removed': 21095, 'injection_noop': 0}"
50,fatigue_stress,0.10828919781143498,-0.2587580522510637,0.622067290079974,-0.01763959875310972,0.06031635802469126,0.4378585791865165,0.30000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
51,fatigue_stress,0.37363868771390096,0.006591437651402299,0.5989656306223875,-0.040741258210696185,0.07332561728395048,0.0,0.35,"{'repeat_cap_removed': 19470, 'injection_noop': 0}"
52,fatigue_stress,0.10840929353440298,-0.2586379565280957,0.6216660851076822,-0.01804080372540151,0.08770061728395051,0.45861162663322547,0.28,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
53,fatigue_stress,0.3917895146012497,0.024742264538751058,0.5979943211995706,-0.041712567633513054,0.08699845679012341,0.0,0.33,"{'repeat_cap_removed': 20614, 'injection_noop': 0}"
54,fatigue_stress,0.018370734049830972,-0.3486765160126677,0.6205310839335264,-0.01917580489955728,0.07920524691358022,0.44827228489318643,0.38,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
55,fatigue_stress,0.2932925289558296,-0.07375472110666909,0.5977658297262262,-0.041941059106857526,0.08195216049382714,0.0,0.43000000000000005,"{'repeat_cap_removed': 20137, 'injection_noop': 1440}"
56,fatigue_stress,0.12173339573146502,-0.24531385433103364,0.628694271269182,-0.011012617563901705,0.06837962962962951,0.4711962355821535,0.26,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
57,fatigue_stress,0.41500323360253194,0.047955983540033276,0.601257045549468,-0.03844984328361567,0.07614197530864186,0.0,0.31,"{'repeat_cap_removed': 21131, 'injection_noop': 0}"
58,fatigue_stress,0.046215955193497305,-0.32083129486900136,0.6255096753281728,-0.014197213504910877,0.0657716049382715,0.4410881927265759,0.36,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
59,fatigue_stress,0.31360781798678733,-0.053439432075711335,0.5991239598745426,-0.0405829289585411,0.0757330246913579,0.0,0.41,"{'repeat_cap_removed': 19786, 'injection_noop': 0}"
60,fatigue_stress,0.05322369964577656,-0.3138235504167221,0.6256945270498447,-0.014012361783238947,0.07652006172839498,0.455755153044539,0.34,"{'repeat_cap_removed': 0, 'injection_noop': 0}"
61,fatigue_stress,0.3345763511195833,-0.03247089894291538,0.6015128376386636,-0.0381940511944201,0.08092592592592585,0.0,0.39,"{'repeat_cap_removed': 20405, 'injection_noop': 0}"
62,fatigue_stress,-0.04049940840873639,-0.40754665847123506,0.6249253878127976,-0.01478150102028608,0.07104938271604944,0.4491607010993689,0.44,"{'repeat_cap_removed': 0, 'injection_noop': 1440}"
63,fatigue_stress,0.23510393099548232,-0.13194331906701634,0.6013660412717136,-0.03834084756137013,0.0797685185185184,0.0,0.49,"{'repeat_cap_removed': 20087, 'injection_noop': 1440}"
64,fatigue_stress,0.29704725006249866,-0.07,0.6397068888330837,0.0,0.22534722222222214,0.492758111834193,0.07,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12793}"
65,fatigue_stress,0.6101163525813363,0.24306910251883768,0.6067733494420398,-0.03293353939104393,0.13654320987654311,0.0,0.12000000000000001,"{'repeat_cap_removed': 21596, 'injection_noop': 0, 'session_cap_demoted': 9195}"
66,fatigue_stress,0.22628763635916252,-0.14075961370333614,0.6319073701626587,-0.007799518670424943,0.21756172839506172,0.45869019290566704,0.17,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11525}"
67,fatigue_stress,0.508562014809987,0.1415147647474883,0.6055944224151232,-0.03411246641796051,0.1475540123456789,0.0,0.22000000000000003,"{'repeat_cap_removed': 19795, 'injection_noop': 0, 'session_cap_demoted': 8160}"
68,fatigue_stress,0.24793087597841212,-0.11911637408408654,0.6372958951093456,-0.0024109937237380974,0.21877314814814808,0.4580386560381777,0.15000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11720}"
69,fatigue_stress,0.5322028528923668,0.16515560282986813,0.6123218610118648,-0.027385027821218877,0.1309027777777778,0.0,0.2,"{'repeat_cap_removed': 19925, 'injection_noop': 0, 'session_cap_demoted': 8327}"
70,fatigue_stress,0.1819769240664203,-0.18507032599607837,0.6308056806371691,-0.008901208195914556,0.21010030864197526,0.41531915557894444,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10448}"
71,fatigue_stress,0.4297845391816215,0.06273728911912285,0.6076784464232121,-0.03202844240987157,0.126766975308642,0.0,0.30000000000000004,"{'repeat_cap_removed': 17935, 'injection_noop': 0, 'session_cap_demoted': 7296}"
72,fatigue_stress,0.24329289561533674,-0.12375435444716193,0.6415015110937485,0.0017946222606648465,0.2461033950617284,0.4855478891479333,0.13,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12687}"
73,fatigue_stress,0.5498998881111372,0.18285263804863855,0.6074446133378116,-0.03226227549527205,0.13659722222222226,0.0,0.18,"{'repeat_cap_removed': 21561, 'injection_noop': 0, 'session_cap_demoted': 9038}"
74,fatigue_stress,0.16296228429221724,-0.20408496577028143,0.6356787383493764,-0.0040281504837073046,0.2338888888888888,0.4615369425322474,0.23,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11688}"
75,fatigue_stress,0.44884073673921887,0.0817934866767202,0.605635817690092,-0.03407107114299168,0.13304783950617272,0.0,0.28,"{'repeat_cap_removed': 20325, 'injection_noop': 0, 'session_cap_demoted': 8363}"
76,fatigue_stress,0.1825502112085553,-0.18449703885394336,0.6386736748830304,-0.001033213950053291,0.23942901234567904,0.4636907576108642,0.21000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11865}"
77,fatigue_stress,0.47215148889749636,0.1051042388349977,0.6130157824624859,-0.026691106370597795,0.13649691358024696,0.0,0.26,"{'repeat_cap_removed': 20452, 'injection_noop': 0, 'session_cap_demoted': 8460}"
78,fatigue_stress,0.10895209888371121,-0.25809515117878745,0.6341547584227639,-0.005552130410319767,0.22679012345679017,0.4309631699084993,0.31000000000000005,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10794}"
79,fatigue_stress,0.3702167256815526,0.003169475619053952,0.6086089406968808,-0.031097948136202924,0.12996913580246905,0.0,0.36,"{'repeat_cap_removed': 18941, 'injection_noop': 0, 'session_cap_demoted': 7645}"
80,fatigue_stress,0.2174184289489136,-0.14962882111358505,0.6153434375775897,-0.024363451255493995,0.31774691358024687,0.4708963318136204,0.15000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12553}"
81,fatigue_stress,0.5164112700491419,0.14936401998664323,0.593621030866243,-0.046085857966840726,0.19100308641975317,0.0,0.2,"{'repeat_cap_removed': 21120, 'injection_noop': 0, 'session_cap_demoted': 8946}"
82,fatigue_stress,0.15047969107170367,-0.216567558990795,0.6080935392466609,-0.03161334958642281,0.3093518518518519,0.4299919455947753,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11282}"
83,fatigue_stress,0.41559691953639355,0.048549669473894885,0.5938218324782246,-0.045885056354859066,0.18429783950617273,0.0,0.30000000000000004,"{'repeat_cap_removed': 19267, 'injection_noop': 0, 'session_cap_demoted': 7964}"
84,fatigue_stress,0.1704115007781002,-0.19663574928439848,0.6123810762759097,-0.027325812557174034,0.31829475308641975,0.43204314842271185,0.23000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11342}"
85,fatigue_stress,0.438863605319469,0.07181635525697033,0.5978626383626712,-0.041844250470412514,0.17932870370370368,0.0,0.28,"{'repeat_cap_removed': 19490, 'injection_noop': 0, 'session_cap_demoted': 8159}"
86,fatigue_stress,0.07512398405519277,-0.2919232660073059,0.6122542895153168,-0.02745259931776689,0.2947608024691357,0.428650551451011,0.33000000000000007,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 11138}"
87,fatigue_stress,0.34071313928307645,-0.026334110779422215,0.5973701683658355,-0.042336720467248234,0.16334876543209864,0.0,0.38,"{'repeat_cap_removed': 18968, 'injection_noop': 1440, 'session_cap_demoted': 7861}"
88,fatigue_stress,0.16438573656317673,-0.20266151349932193,0.6249595962461617,-0.014747292586921978,0.3090277777777777,0.46972888786066547,0.21000000000000002,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12464}"
89,fatigue_stress,0.4612494145846906,0.09420216452219193,0.5986275867567056,-0.04107930207637811,0.175486111111111,0.0,0.26,"{'repeat_cap_removed': 21130, 'injection_noop': 0, 'session_cap_demoted': 8849}"
90,fatigue_stress,0.08922692647262154,-0.2778203235898771,0.6193589119825825,-0.02034797685050116,0.3043287037037037,0.43950350851425496,0.31000000000000005,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11354}"
91,fatigue_stress,0.360232163059431,-0.006815087003067655,0.5990115983911884,-0.04069529044189524,0.17095679012345677,0.0,0.36000000000000004,"{'repeat_cap_removed': 19692, 'injection_noop': 0, 'session_cap_demoted': 8038}"
92,fatigue_stress,0.10386000558853137,-0.2631872444739673,0.6189286079805707,-0.020778280852512987,0.315270061728395,0.4434807030025221,0.29000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11772}"
93,fatigue_stress,0.38192455310933965,0.014877303046840984,0.6014239027102501,-0.03828298612283354,0.17891203703703695,0.0,0.34,"{'repeat_cap_removed': 20021, 'injection_noop': 0, 'session_cap_demoted': 8271}"
94,fatigue_stress,0.011261699671944347,-0.3557855503905543,0.6214235155120202,-0.018283373321063445,0.29814814814814805,0.4382154896894196,0.39000000000000007,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 11391}"
95,fatigue_stress,0.2832520571089622,-0.08379519295353649,0.5996550448423518,-0.04005184399073192,0.168094135802469,0.0,0.44000000000000006,"{'repeat_cap_removed': 19716, 'injection_noop': 1440, 'session_cap_demoted': 8049}"
96,fatigue_stress,0.18380785859847476,-0.1832393914640239,0.637664488018219,-0.002042400814864731,0.06326388888888879,0.48768509779970226,0.19,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12595}"
97,fatigue_stress,0.4902704395317411,0.12322318946924243,0.6077997797733022,-0.03190710905978145,0.07398919753086419,0.0,0.24,"{'repeat_cap_removed': 21579, 'injection_noop': 0, 'session_cap_demoted': 8989}"
98,fatigue_stress,0.10481485809671659,-0.2622323919657821,0.6316519958711896,-0.0080548929618941,0.06114969135802473,0.4612908576113661,0.29000000000000004,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11554}"
99,fatigue_stress,0.38915763735709685,0.02211038729459819,0.6051774064918432,-0.034529482341240536,0.06148919753086424,0.0,0.33999999999999997,"{'repeat_cap_removed': 20265, 'injection_noop': 0, 'session_cap_demoted': 8323}"
100,fatigue_stress,0.11509676451900891,-0.25195048554348976,0.6365230532018333,-0.0031838356312503535,0.07371913580246914,0.4746774639521282,0.27,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12174}"
101,fatigue_stress,0.4116789314488441,0.044631681386345434,0.6107865454492943,-0.02892034338378935,0.08354938271604939,0.0,0.32,"{'repeat_cap_removed': 20839, 'injection_noop': 0, 'session_cap_demoted': 8681}"
102,fatigue_stress,0.044059910060073815,-0.32298734000242485,0.6312633401319424,-0.008443548701141279,0.06817129629629637,0.4380976101852597,0.37,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 10996}"
103,fatigue_stress,0.30984166599829566,-0.05720558406420301,0.6083795198930574,-0.0313273689400263,0.07756172839506181,0.0,0.42000000000000004,"{'repeat_cap_removed': 19341, 'injection_noop': 0, 'session_cap_demoted': 7802}"
104,fatigue_stress,0.12945065668459643,-0.23759659337790223,0.6377370186887161,-0.001969870144367558,0.06459876543209875,0.4809325465057688,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12464}"
105,fatigue_stress,0.43013955421945665,0.06309230415695799,0.6075506841236591,-0.032156204709424596,0.07189043209876544,0.0,0.3,"{'repeat_cap_removed': 21552, 'injection_noop': 0, 'session_cap_demoted': 8896}"
106,fatigue_stress,0.04434720358215988,-0.3227000464803388,0.6344422133950482,-0.005264675438035438,0.06339506172839493,0.4627654800960649,0.35,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11623}"
107,fatigue_stress,0.3291175674732149,-0.03792968258928375,0.6062977300542579,-0.033409158778825776,0.06403549382716056,0.0,0.39999999999999997,"{'repeat_cap_removed': 20481, 'injection_noop': 0, 'session_cap_demoted': 8313}"
108,fatigue_stress,0.05853120656713279,-0.3085160434953659,0.6355187389520196,-0.004188149881064085,0.06972993827160501,0.47023578710822217,0.33,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12048}"
109,fatigue_stress,0.35153058843786145,-0.015516661624637218,0.6111581797684467,-0.028548709064637023,0.08060956790123464,0.0,0.38,"{'repeat_cap_removed': 20769, 'injection_noop': 0, 'session_cap_demoted': 8461}"
110,fatigue_stress,-0.016949864039284113,-0.3839971141017828,0.6318451405999704,-0.007861748233113253,0.06487654320987657,0.4402105418990686,0.43,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11011}"
111,fatigue_stress,0.24992390007610632,-0.11712334998639234,0.6091638798462428,-0.030543008986840925,0.07773919753086411,0.0,0.48,"{'repeat_cap_removed': 19354, 'injection_noop': 0, 'session_cap_demoted': 7738}"
112,fatigue_stress,0.11064288919757559,-0.2564043608649231,0.6283244999627241,-0.011382388870359583,0.06800925925925916,0.4728911700616153,0.27,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12379}"
113,fatigue_stress,0.40445311261981814,0.03740586255731948,0.6003871837015352,-0.03931970513154848,0.07174382716049377,0.0,0.32,"{'repeat_cap_removed': 21095, 'injection_noop': 0, 'session_cap_demoted': 8882}"
114,fatigue_stress,0.03828919781143503,-0.32875805225106364,0.622067290079974,-0.01763959875310972,0.06031635802469126,0.4378585791865165,0.37,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11201}"
115,fatigue_stress,0.30363868771390096,-0.06340856234859771,0.5989656306223874,-0.040741258210696296,0.07332561728395048,0.0,0.42,"{'repeat_cap_removed': 19470, 'injection_noop': 0, 'session_cap_demoted': 7981}"
116,fatigue_stress,0.03840929353440298,-0.3286379565280957,0.6216660851076822,-0.01804080372540151,0.08770061728395051,0.45861162663322547,0.35000000000000003,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12162}"
117,fatigue_stress,0.3217895146012497,-0.04525773546124895,0.5979943211995706,-0.041712567633513054,0.08699845679012341,0.0,0.4,"{'repeat_cap_removed': 20614, 'injection_noop': 0, 'session_cap_demoted': 8632}"
118,fatigue_stress,-0.051629265950169034,-0.4186765160126677,0.6205310839335264,-0.01917580489955728,0.07920524691358022,0.44827228489318643,0.45,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 11714}"
119,fatigue_stress,0.22329252895582963,-0.14375472110666904,0.5977658297262262,-0.041941059106857526,0.08195216049382714,0.0,0.5,"{'repeat_cap_removed': 20137, 'injection_noop': 1440, 'session_cap_demoted': 8295}"
120,fatigue_stress,0.051733395731465015,-0.31531385433103365,0.628694271269182,-0.011012617563901705,0.06837962962962951,0.4711962355821535,0.33,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 12277}"
121,fatigue_stress,0.34500323360253193,-0.02204401645996673,0.601257045549468,-0.03844984328361567,0.07614197530864186,0.0,0.38,"{'repeat_cap_removed': 21131, 'injection_noop': 0, 'session_cap_demoted': 8751}"
122,fatigue_stress,-0.023784044806502758,-0.3908312948690014,0.6255096753281728,-0.014197213504910877,0.0657716049382715,0.4410881927265759,0.43000000000000005,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11282}"
123,fatigue_stress,0.24360781798678716,-0.12343943207571151,0.5991239598745426,-0.0405829289585411,0.0757330246913579,0.0,0.48000000000000004,"{'repeat_cap_removed': 19786, 'injection_noop': 0, 'session_cap_demoted': 7990}"
124,fatigue_stress,-0.01677630035422345,-0.3838235504167221,0.6256945270498447,-0.014012361783238947,0.07652006172839498,0.455755153044539,0.41000000000000003,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'session_cap_demoted': 11902}"
125,fatigue_stress,0.2645763511195833,-0.10247089894291539,0.6015128376386636,-0.0381940511944201,0.08092592592592585,0.0,0.46,"{'repeat_cap_removed': 20405, 'injection_noop': 0, 'session_cap_demoted': 8420}"
126,fatigue_stress,-0.1104994084087364,-0.47754665847123506,0.6249253878127976,-0.01478150102028608,0.07104938271604944,0.4491607010993689,0.51,"{'repeat_cap_removed': 0, 'injection_noop': 1440, 'session_cap_demoted': 11604}"
127,fatigue_stress,0.16510393099548226,-0.2019433190670164,0.6013660412717136,-0.03834084756137013,0.0797685185185184,0.0,0.56,"{'repeat_cap_removed': 20087, 'injection_noop': 1440, 'session_cap_demoted': 8182}"
128,fatigue_stress,0.34703120132394105,-0.020016048738557612,0.6302831507697672,-0.009423738063316534,0.24952932098765435,0.4088151897976108,0.09,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
129,fatigue_stress,0.589382309837461,0.22233505977496232,0.6074686852511963,-0.03223820358188734,0.14364969135802474,0.0,0.14,"{'repeat_cap_removed': 20704, 'injection_noop': 0, 'freshness_quota': 2880}"
130,fatigue_stress,0.28201629383073995,-0.08503095623175871,0.6230822292523069,-0.016624659580776746,0.23279320987654328,0.36469980139752706,0.19,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
131,fatigue_stress,0.48809880171296105,0.12105155165046239,0.604702425959556,-0.03500446287352765,0.14406635802469125,0.0,0.24000000000000002,"{'repeat_cap_removed': 18994, 'injection_noop': 0, 'freshness_quota': 2880}"
132,fatigue_stress,0.29514461918414997,-0.0719026308783487,0.6281561642915583,-0.011550724541525392,0.24237654320987656,0.3748481196785265,0.16999999999999998,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
133,fatigue_stress,0.5117466260706955,0.14469937600819688,0.6125177984690721,-0.027189090364011625,0.13614969135802468,0.0,0.21999999999999997,"{'repeat_cap_removed': 19380, 'injection_noop': 0, 'freshness_quota': 2880}"
134,fatigue_stress,0.22861883169440855,-0.1384284183680901,0.6226044845270908,-0.017102404305992858,0.22957561728395048,0.3318323345471474,0.27,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
135,fatigue_stress,0.4097029948982366,0.04265574483573792,0.608442376573768,-0.0312645122593157,0.13283950617283957,0.0,0.31999999999999995,"{'repeat_cap_removed': 17531, 'injection_noop': 0, 'freshness_quota': 2880}"
136,fatigue_stress,0.29463508233135516,-0.0724121677311435,0.6329749327039517,-0.006731956129132022,0.2639197530864197,0.3989630855143289,0.15,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
137,fatigue_stress,0.5297903624417764,0.1627431123792777,0.6076407791070225,-0.032066109726061165,0.14273148148148151,0.0,0.2,"{'repeat_cap_removed': 20439, 'injection_noop': 0, 'freshness_quota': 2880}"
138,fatigue_stress,0.22239237602162976,-0.1446548740408689,0.6274233659987265,-0.012283522834357186,0.2523919753086419,0.36374312726557645,0.25,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
139,fatigue_stress,0.42871146260568704,0.06166421254318838,0.6064470185916268,-0.033259870241456935,0.13901234567901222,0.0,0.30000000000000004,"{'repeat_cap_removed': 19194, 'injection_noop': 0, 'freshness_quota': 2880}"
140,fatigue_stress,0.24041613234579004,-0.12663111771670862,0.6288724965249032,-0.010834392308180507,0.24672839506172828,0.3679768083354435,0.23,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
141,fatigue_stress,0.45111465818273966,0.084067408120241,0.6107900746582976,-0.028916814174786087,0.1404012345679011,0.0,0.28,"{'repeat_cap_removed': 19385, 'injection_noop': 0, 'freshness_quota': 2880}"
142,fatigue_stress,0.1709185502655009,-0.19612869979699776,0.6249855602292033,-0.014721328603880424,0.23370370370370375,0.32930081162008584,0.33,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
143,fatigue_stress,0.3496078598947737,-0.017439390167724944,0.6090761147946326,-0.030630774038451047,0.13428240740740738,0.0,0.38,"{'repeat_cap_removed': 17890, 'injection_noop': 0, 'freshness_quota': 2880}"
144,fatigue_stress,0.27225745735278284,-0.09478979270971583,0.6260231158565174,-0.01368377297656631,0.27304783950617284,0.3970795387406534,0.16999999999999998,"{'repeat_cap_removed': 0, 'injection_noop': 0, 'freshness_quota': 2880}"
